# mean_0, mean_1, mean_2, mean_3, mean_4, mean_5, mean_6, mean_7, max_prob, pred, GT, std_0, std_1, std_2, std_3, std_4, std_5, std_6, std_7
0.000,0.267,0.133,0.233,0.200,0.133,0.000,0.033,0.267,1.000,1.000,0.000,0.442,0.340,0.423,0.400,0.340,0.000,0.180
0.000,0.000,0.000,0.400,0.500,0.100,0.000,0.000,0.500,4.000,4.000,0.000,0.000,0.000,0.490,0.500,0.300,0.000,0.000
0.000,0.000,0.133,0.467,0.400,0.000,0.000,0.000,0.467,3.000,4.000,0.000,0.000,0.340,0.499,0.490,0.000,0.000,0.000
0.000,0.000,0.100,0.233,0.433,0.233,0.000,0.000,0.433,4.000,4.000,0.000,0.000,0.300,0.423,0.496,0.423,0.000,0.000
0.033,0.000,0.000,0.000,0.233,0.067,0.167,0.500,0.500,7.000,6.000,0.180,0.000,0.000,0.000,0.423,0.249,0.373,0.500
0.400,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.600,1.000,1.000,0.490,0.490,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.833,0.133,0.033,0.000,0.000,0.833,3.000,3.000,0.000,0.000,0.000,0.373,0.340,0.179,0.000,0.000
0.000,0.367,0.633,0.000,0.000,0.000,0.000,0.000,0.633,2.000,1.000,0.000,0.482,0.482,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.234,0.666,0.100,0.666,6.000,5.000,0.000,0.000,0.000,0.000,0.000,0.423,0.471,0.300
0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.100,0.900,0.000,0.000,0.000,0.000,0.000,0.900,2.000,1.000,0.000,0.300,0.300,0.000,0.000,0.000,0.000,0.000
0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.033,0.967,0.000,0.000,0.000,0.000,0.000,0.000,0.967,1.000,1.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.861,0.139,0.000,0.000,0.000,0.000,0.000,0.861,1.000,1.000,0.000,0.339,0.339,0.000,0.000,0.000,0.000,0.000
0.000,0.968,0.032,0.000,0.000,0.000,0.000,0.000,0.968,1.000,1.000,0.000,0.170,0.170,0.000,0.000,0.000,0.000,0.000
0.000,0.167,0.833,0.000,0.000,0.000,0.000,0.000,0.833,2.000,1.000,0.000,0.373,0.373,0.000,0.000,0.000,0.000,0.000
0.000,0.933,0.067,0.000,0.000,0.000,0.000,0.000,0.933,1.000,1.000,0.000,0.249,0.249,0.000,0.000,0.000,0.000,0.000
0.000,0.400,0.600,0.000,0.000,0.000,0.000,0.000,0.600,2.000,1.000,0.000,0.490,0.490,0.000,0.000,0.000,0.000,0.000
0.000,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.667,2.000,1.000,0.000,0.471,0.471,0.000,0.000,0.000,0.000,0.000
0.000,0.767,0.233,0.000,0.000,0.000,0.000,0.000,0.767,1.000,1.000,0.000,0.423,0.423,0.000,0.000,0.000,0.000,0.000
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.167,0.633,0.200,0.000,0.000,0.000,0.000,0.633,2.000,4.000,0.000,0.373,0.482,0.400,0.000,0.000,0.000,0.000
0.000,0.067,0.033,0.467,0.400,0.033,0.000,0.000,0.467,3.000,4.000,0.000,0.249,0.180,0.499,0.490,0.180,0.000,0.000
0.000,0.033,0.033,0.467,0.467,0.000,0.000,0.000,0.467,3.000,4.000,0.000,0.180,0.180,0.499,0.499,0.000,0.000,0.000
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.633,0.267,0.000,0.000,0.100,0.000,0.000,0.633,1.000,2.000,0.000,0.482,0.442,0.000,0.000,0.300,0.000,0.000
0.000,0.100,0.167,0.000,0.733,0.000,0.000,0.000,0.733,4.000,1.000,0.000,0.300,0.373,0.000,0.442,0.000,0.000,0.000
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.033,0.367,0.400,0.200,0.000,0.000,0.400,4.000,4.000,0.000,0.000,0.180,0.482,0.490,0.400,0.000,0.000
0.000,0.634,0.366,0.000,0.000,0.000,0.000,0.000,0.634,1.000,1.000,0.000,0.481,0.481,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.967,0.033,0.000,0.000,0.967,4.000,4.000,0.000,0.000,0.000,0.000,0.180,0.180,0.000,0.000
0.000,0.068,0.932,0.000,0.000,0.000,0.000,0.000,0.932,2.000,1.000,0.000,0.249,0.249,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.381,0.486,0.133,0.000,0.000,0.486,4.000,4.000,0.000,0.000,0.000,0.477,0.492,0.340,0.000,0.000
0.000,0.000,0.033,0.500,0.467,0.000,0.000,0.000,0.500,3.000,4.000,0.000,0.000,0.180,0.500,0.499,0.000,0.000,0.000
0.000,0.000,0.033,0.567,0.367,0.033,0.000,0.000,0.567,3.000,4.000,0.000,0.000,0.180,0.496,0.482,0.180,0.000,0.000
0.000,0.033,0.000,0.333,0.367,0.167,0.033,0.067,0.367,4.000,4.000,0.000,0.180,0.000,0.471,0.482,0.373,0.180,0.249
0.000,0.000,0.000,0.167,0.733,0.100,0.000,0.000,0.733,4.000,4.000,0.000,0.000,0.000,0.373,0.442,0.300,0.000,0.000
0.000,0.033,0.967,0.000,0.000,0.000,0.000,0.000,0.967,2.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.033,0.067,0.233,0.567,0.100,0.000,0.000,0.567,4.000,4.000,0.000,0.180,0.249,0.423,0.496,0.300,0.000,0.000
0.033,0.967,0.000,0.000,0.000,0.000,0.000,0.000,0.967,1.000,1.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.133,0.000,0.433,0.367,0.067,0.000,0.000,0.433,3.000,3.000,0.000,0.340,0.000,0.496,0.482,0.249,0.000,0.000
0.000,0.000,0.000,0.000,0.033,0.200,0.567,0.200,0.567,6.000,5.000,0.000,0.000,0.000,0.000,0.180,0.400,0.496,0.400
0.000,0.933,0.067,0.000,0.000,0.000,0.000,0.000,0.933,1.000,1.000,0.000,0.249,0.249,0.000,0.000,0.000,0.000,0.000
0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.467,0.533,0.000,0.000,0.000,0.000,0.000,0.533,2.000,1.000,0.000,0.499,0.499,0.000,0.000,0.000,0.000,0.000
0.000,0.400,0.600,0.000,0.000,0.000,0.000,0.000,0.600,2.000,1.000,0.000,0.490,0.490,0.000,0.000,0.000,0.000,0.000
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.200,0.567,0.233,0.000,0.000,0.000,0.000,0.000,0.567,1.000,1.000,0.400,0.496,0.423,0.000,0.000,0.000,0.000,0.000
0.000,0.100,0.900,0.000,0.000,0.000,0.000,0.000,0.900,2.000,1.000,0.000,0.300,0.300,0.000,0.000,0.000,0.000,0.000
0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.500,1.000,1.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000
0.133,0.800,0.067,0.000,0.000,0.000,0.000,0.000,0.800,1.000,1.000,0.340,0.400,0.249,0.000,0.000,0.000,0.000,0.000
0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.133,0.667,0.200,0.000,0.000,0.667,4.000,4.000,0.000,0.000,0.000,0.340,0.471,0.400,0.000,0.000
0.000,0.332,0.668,0.000,0.000,0.000,0.000,0.000,0.668,2.000,1.000,0.000,0.469,0.469,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.464,0.302,0.233,0.000,0.000,0.464,3.000,4.000,0.000,0.000,0.000,0.496,0.457,0.423,0.000,0.000
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.233,0.667,0.100,0.000,0.000,0.667,4.000,4.000,0.000,0.000,0.000,0.423,0.471,0.300,0.000,0.000
0.000,0.700,0.300,0.000,0.000,0.000,0.000,0.000,0.700,1.000,1.000,0.000,0.458,0.458,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.100,0.133,0.667,0.100,0.000,0.000,0.667,4.000,4.000,0.000,0.000,0.300,0.340,0.471,0.300,0.000,0.000
0.433,0.567,0.000,0.000,0.000,0.000,0.000,0.000,0.567,1.000,4.000,0.496,0.496,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.600,0.167,0.133,0.100,0.000,0.000,0.000,0.600,1.000,1.000,0.000,0.490,0.373,0.340,0.300,0.000,0.000,0.000
0.000,0.033,0.100,0.133,0.700,0.033,0.000,0.000,0.700,4.000,4.000,0.000,0.180,0.300,0.340,0.458,0.180,0.000,0.000
0.000,0.633,0.367,0.000,0.000,0.000,0.000,0.000,0.633,1.000,1.000,0.000,0.482,0.482,0.000,0.000,0.000,0.000,0.000
0.100,0.300,0.167,0.200,0.000,0.067,0.000,0.167,0.300,1.000,1.000,0.300,0.458,0.373,0.400,0.000,0.249,0.000,0.373
0.067,0.567,0.333,0.033,0.000,0.000,0.000,0.000,0.567,1.000,1.000,0.249,0.495,0.470,0.180,0.000,0.000,0.000,0.000
0.000,0.398,0.602,0.000,0.000,0.000,0.000,0.000,0.602,2.000,1.000,0.000,0.488,0.488,0.000,0.000,0.000,0.000,0.000
0.000,0.268,0.000,0.133,0.500,0.098,0.000,0.000,0.500,4.000,4.000,0.000,0.441,0.000,0.340,0.500,0.295,0.000,0.000
0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,3.000,4.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.034,0.866,0.100,0.000,0.000,0.000,0.000,0.000,0.866,1.000,1.000,0.179,0.340,0.300,0.000,0.000,0.000,0.000,0.000
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.067,0.933,0.000,0.000,0.000,0.000,0.000,0.000,0.933,1.000,1.000,0.249,0.249,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.167,0.800,0.033,0.000,0.000,0.800,4.000,4.000,0.000,0.000,0.000,0.373,0.400,0.180,0.000,0.000
0.000,0.000,0.000,0.000,0.933,0.067,0.000,0.000,0.933,4.000,4.000,0.000,0.000,0.000,0.000,0.249,0.249,0.000,0.000
0.000,0.733,0.267,0.000,0.000,0.000,0.000,0.000,0.733,1.000,1.000,0.000,0.442,0.442,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.267,0.733,0.000,0.000,0.000,0.733,4.000,4.000,0.000,0.000,0.000,0.442,0.442,0.000,0.000,0.000
0.000,0.067,0.433,0.067,0.433,0.000,0.000,0.000,0.433,4.000,1.000,0.000,0.249,0.496,0.249,0.496,0.000,0.000,0.000
0.000,0.000,0.033,0.433,0.467,0.067,0.000,0.000,0.467,4.000,3.000,0.000,0.000,0.180,0.496,0.499,0.249,0.000,0.000
0.000,0.167,0.833,0.000,0.000,0.000,0.000,0.000,0.833,2.000,1.000,0.000,0.373,0.373,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.467,0.433,0.100,0.000,0.000,0.467,3.000,4.000,0.000,0.000,0.000,0.499,0.496,0.300,0.000,0.000
0.233,0.733,0.033,0.000,0.000,0.000,0.000,0.000,0.733,1.000,1.000,0.423,0.442,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.300,0.700,0.000,0.000,0.000,0.000,0.000,0.700,2.000,1.000,0.000,0.458,0.458,0.000,0.000,0.000,0.000,0.000
0.033,0.000,0.000,0.033,0.133,0.100,0.133,0.567,0.567,7.000,6.000,0.180,0.000,0.000,0.180,0.340,0.300,0.340,0.496
0.367,0.600,0.033,0.000,0.000,0.000,0.000,0.000,0.600,1.000,1.000,0.482,0.490,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.933,0.067,0.000,0.000,0.000,0.933,3.000,3.000,0.000,0.000,0.000,0.249,0.249,0.000,0.000,0.000
0.000,0.000,0.100,0.900,0.000,0.000,0.000,0.000,0.900,3.000,2.000,0.000,0.000,0.300,0.300,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,3.000,4.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.033,0.000,0.733,0.233,0.000,0.000,0.733,4.000,4.000,0.000,0.000,0.180,0.000,0.442,0.423,0.000,0.000
0.002,0.531,0.033,0.367,0.067,0.000,0.000,0.000,0.531,1.000,1.000,0.010,0.497,0.180,0.482,0.249,0.000,0.000,0.000
0.000,0.000,0.000,0.066,0.900,0.033,0.000,0.000,0.900,4.000,4.000,0.000,0.000,0.000,0.248,0.299,0.180,0.000,0.000
0.000,0.000,0.000,0.033,0.067,0.353,0.347,0.200,0.353,5.000,5.000,0.000,0.000,0.000,0.180,0.249,0.469,0.467,0.400
0.000,0.133,0.867,0.000,0.000,0.000,0.000,0.000,0.867,2.000,1.000,0.000,0.340,0.340,0.000,0.000,0.000,0.000,0.000
0.000,0.900,0.100,0.000,0.000,0.000,0.000,0.000,0.900,1.000,1.000,0.000,0.300,0.300,0.000,0.000,0.000,0.000,0.000
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.033,0.900,0.067,0.000,0.000,0.000,0.000,0.000,0.900,1.000,1.000,0.180,0.300,0.249,0.000,0.000,0.000,0.000,0.000
0.000,0.867,0.133,0.000,0.000,0.000,0.000,0.000,0.867,1.000,1.000,0.000,0.340,0.340,0.000,0.000,0.000,0.000,0.000
0.000,0.733,0.267,0.000,0.000,0.000,0.000,0.000,0.733,1.000,1.000,0.000,0.442,0.442,0.000,0.000,0.000,0.000,0.000
0.033,0.567,0.400,0.000,0.000,0.000,0.000,0.000,0.567,1.000,1.000,0.180,0.496,0.490,0.000,0.000,0.000,0.000,0.000
0.000,0.033,0.967,0.000,0.000,0.000,0.000,0.000,0.967,2.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.933,0.067,0.000,0.000,0.000,0.000,0.000,0.933,1.000,1.000,0.000,0.249,0.249,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.067,0.333,0.400,0.200,0.000,0.000,0.400,4.000,4.000,0.000,0.000,0.249,0.471,0.490,0.400,0.000,0.000
0.300,0.600,0.100,0.000,0.000,0.000,0.000,0.000,0.600,1.000,1.000,0.458,0.490,0.300,0.000,0.000,0.000,0.000,0.000
0.000,0.067,0.767,0.167,0.000,0.000,0.000,0.000,0.767,2.000,4.000,0.000,0.249,0.423,0.373,0.000,0.000,0.000,0.000
0.000,0.567,0.200,0.233,0.000,0.000,0.000,0.000,0.567,1.000,4.000,0.000,0.496,0.400,0.423,0.000,0.000,0.000,0.000
0.000,0.233,0.767,0.000,0.000,0.000,0.000,0.000,0.767,2.000,1.000,0.000,0.423,0.423,0.000,0.000,0.000,0.000,0.000
0.000,0.033,0.133,0.267,0.533,0.033,0.000,0.000,0.533,4.000,4.000,0.000,0.180,0.340,0.442,0.499,0.180,0.000,0.000
0.000,0.400,0.600,0.000,0.000,0.000,0.000,0.000,0.600,2.000,1.000,0.000,0.490,0.490,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.467,0.433,0.100,0.000,0.000,0.467,3.000,4.000,0.000,0.000,0.000,0.499,0.496,0.300,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.233,0.300,0.467,0.467,7.000,5.000,0.000,0.000,0.000,0.000,0.000,0.423,0.458,0.499
0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.667,1.000,1.000,0.000,0.471,0.471,0.000,0.000,0.000,0.000,0.000
0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.067,0.933,0.000,0.000,0.000,0.000,0.000,0.933,2.000,1.000,0.000,0.249,0.249,0.000,0.000,0.000,0.000,0.000
0.033,0.733,0.233,0.000,0.000,0.000,0.000,0.000,0.733,1.000,1.000,0.180,0.442,0.423,0.000,0.000,0.000,0.000,0.000
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.133,0.433,0.433,0.000,0.000,0.000,0.000,0.000,0.433,2.000,1.000,0.340,0.496,0.496,0.000,0.000,0.000,0.000,0.000
0.000,0.100,0.900,0.000,0.000,0.000,0.000,0.000,0.900,2.000,1.000,0.000,0.300,0.300,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.200,0.133,0.667,0.000,0.000,0.000,0.667,4.000,4.000,0.000,0.000,0.400,0.340,0.471,0.000,0.000,0.000
0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.400,0.600,0.000,0.000,0.000,0.000,0.000,0.600,2.000,1.000,0.000,0.490,0.490,0.000,0.000,0.000,0.000,0.000
0.000,0.133,0.867,0.000,0.000,0.000,0.000,0.000,0.867,2.000,1.000,0.000,0.340,0.340,0.000,0.000,0.000,0.000,0.000
0.067,0.900,0.033,0.000,0.000,0.000,0.000,0.000,0.900,1.000,1.000,0.249,0.300,0.180,0.000,0.000,0.000,0.000,0.000
0.033,0.000,0.000,0.000,0.600,0.367,0.000,0.000,0.600,4.000,4.000,0.180,0.000,0.000,0.000,0.490,0.482,0.000,0.000
0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.500,2.000,1.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000
0.167,0.600,0.000,0.000,0.000,0.000,0.000,0.233,0.600,1.000,1.000,0.373,0.490,0.000,0.000,0.000,0.000,0.000,0.423
0.300,0.633,0.067,0.000,0.000,0.000,0.000,0.000,0.633,1.000,1.000,0.458,0.482,0.249,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.033,0.100,0.867,0.000,0.000,0.000,0.867,4.000,4.000,0.000,0.000,0.180,0.300,0.340,0.000,0.000,0.000
0.000,0.000,0.333,0.067,0.600,0.000,0.000,0.000,0.600,4.000,4.000,0.000,0.000,0.471,0.249,0.490,0.000,0.000,0.000
0.000,0.000,0.033,0.467,0.500,0.000,0.000,0.000,0.500,4.000,4.000,0.000,0.000,0.180,0.499,0.500,0.000,0.000,0.000
0.533,0.467,0.000,0.000,0.000,0.000,0.000,0.000,0.533,0.000,1.000,0.499,0.499,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.167,0.833,0.000,0.000,0.000,0.833,4.000,4.000,0.000,0.000,0.000,0.373,0.373,0.000,0.000,0.000
0.000,0.000,0.000,0.433,0.467,0.100,0.000,0.000,0.467,4.000,4.000,0.000,0.000,0.000,0.496,0.499,0.300,0.000,0.000
0.800,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,1.000,0.400,0.400,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.068,0.665,0.200,0.067,0.000,0.000,0.000,0.665,2.000,2.000,0.000,0.249,0.470,0.400,0.249,0.000,0.000,0.000
0.000,0.000,0.033,0.167,0.800,0.000,0.000,0.000,0.800,4.000,4.000,0.000,0.000,0.180,0.373,0.400,0.000,0.000,0.000
0.000,0.000,0.233,0.000,0.767,0.000,0.000,0.000,0.767,4.000,4.000,0.000,0.000,0.423,0.000,0.423,0.000,0.000,0.000
0.000,0.000,0.000,0.501,0.267,0.233,0.000,0.000,0.501,3.000,3.000,0.000,0.000,0.000,0.499,0.442,0.422,0.000,0.000
0.033,0.333,0.599,0.000,0.000,0.034,0.000,0.000,0.599,2.000,1.000,0.180,0.471,0.489,0.000,0.000,0.179,0.000,0.000
0.000,0.000,0.100,0.133,0.600,0.167,0.000,0.000,0.600,4.000,4.000,0.000,0.000,0.300,0.340,0.490,0.373,0.000,0.000
0.000,0.000,0.033,0.000,0.967,0.000,0.000,0.000,0.967,4.000,1.000,0.000,0.000,0.180,0.000,0.180,0.000,0.000,0.000
0.267,0.000,0.033,0.033,0.567,0.100,0.000,0.000,0.567,4.000,4.000,0.442,0.000,0.180,0.180,0.496,0.300,0.000,0.000
0.000,0.367,0.633,0.000,0.000,0.000,0.000,0.000,0.633,2.000,1.000,0.000,0.482,0.482,0.000,0.000,0.000,0.000,0.000
0.133,0.833,0.033,0.000,0.000,0.000,0.000,0.000,0.833,1.000,1.000,0.340,0.373,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.173,0.827,0.000,0.000,0.000,0.000,0.000,0.827,2.000,1.000,0.000,0.371,0.371,0.000,0.000,0.000,0.000,0.000
0.000,0.667,0.167,0.100,0.067,0.000,0.000,0.000,0.667,1.000,1.000,0.000,0.471,0.373,0.300,0.249,0.000,0.000,0.000
0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.667,3.000,4.000,0.000,0.000,0.000,0.471,0.471,0.000,0.000,0.000
0.000,0.000,0.000,0.033,0.900,0.067,0.000,0.000,0.900,4.000,4.000,0.000,0.000,0.000,0.180,0.300,0.249,0.000,0.000
0.000,0.233,0.100,0.267,0.133,0.067,0.100,0.100,0.267,3.000,1.000,0.000,0.423,0.300,0.442,0.340,0.249,0.300,0.300
0.404,0.300,0.262,0.000,0.000,0.000,0.000,0.033,0.404,0.000,1.000,0.487,0.458,0.435,0.000,0.000,0.000,0.000,0.180
0.000,0.430,0.570,0.000,0.000,0.000,0.000,0.000,0.570,2.000,1.000,0.000,0.492,0.492,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.367,0.400,0.233,0.000,0.000,0.400,4.000,4.000,0.000,0.000,0.000,0.482,0.490,0.423,0.000,0.000
0.000,0.033,0.933,0.033,0.000,0.000,0.000,0.000,0.933,2.000,1.000,0.000,0.180,0.249,0.180,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.200,0.800,0.000,0.000,0.000,0.800,4.000,4.000,0.000,0.000,0.000,0.400,0.400,0.000,0.000,0.000
0.000,0.333,0.033,0.633,0.000,0.000,0.000,0.000,0.633,3.000,2.000,0.000,0.471,0.180,0.482,0.000,0.000,0.000,0.000
0.067,0.900,0.033,0.000,0.000,0.000,0.000,0.000,0.900,1.000,1.000,0.249,0.300,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.167,0.530,0.304,0.530,6.000,5.000,0.000,0.000,0.000,0.000,0.000,0.373,0.496,0.456
0.000,0.567,0.433,0.000,0.000,0.000,0.000,0.000,0.567,1.000,1.000,0.000,0.496,0.496,0.000,0.000,0.000,0.000,0.000
0.000,0.933,0.033,0.000,0.000,0.000,0.000,0.033,0.933,1.000,1.000,0.000,0.249,0.180,0.000,0.000,0.000,0.000,0.180
0.000,0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.667,1.000,1.000,0.000,0.471,0.471,0.000,0.000,0.000,0.000,0.000
0.000,0.533,0.467,0.000,0.000,0.000,0.000,0.000,0.533,1.000,1.000,0.000,0.499,0.499,0.000,0.000,0.000,0.000,0.000
0.000,0.833,0.167,0.000,0.000,0.000,0.000,0.000,0.833,1.000,1.000,0.000,0.373,0.373,0.000,0.000,0.000,0.000,0.000
0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.900,0.100,0.000,0.000,0.000,0.000,0.000,0.900,1.000,1.000,0.000,0.300,0.300,0.000,0.000,0.000,0.000,0.000
0.000,0.167,0.833,0.000,0.000,0.000,0.000,0.000,0.833,2.000,1.000,0.000,0.373,0.373,0.000,0.000,0.000,0.000,0.000
0.000,0.033,0.967,0.000,0.000,0.000,0.000,0.000,0.967,2.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.033,0.433,0.533,0.000,0.000,0.000,0.000,0.000,0.533,2.000,1.000,0.180,0.496,0.499,0.000,0.000,0.000,0.000,0.000
0.033,0.967,0.000,0.000,0.000,0.000,0.000,0.000,0.967,1.000,1.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.933,0.067,0.000,0.000,0.000,0.000,0.000,0.933,1.000,1.000,0.000,0.249,0.249,0.000,0.000,0.000,0.000,0.000
0.000,0.267,0.733,0.000,0.000,0.000,0.000,0.000,0.733,2.000,1.000,0.000,0.442,0.442,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.033,0.100,0.867,0.000,0.000,0.000,0.867,4.000,4.000,0.000,0.000,0.180,0.300,0.340,0.000,0.000,0.000
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.467,0.500,0.000,0.033,0.000,0.500,4.000,4.000,0.000,0.000,0.000,0.499,0.500,0.000,0.180,0.000
0.000,0.000,0.067,0.400,0.467,0.067,0.000,0.000,0.467,4.000,4.000,0.000,0.000,0.249,0.490,0.499,0.249,0.000,0.000
0.300,0.667,0.033,0.000,0.000,0.000,0.000,0.000,0.667,1.000,1.000,0.458,0.471,0.180,0.000,0.000,0.000,0.000,0.000
